/Library/Frameworks/Python.framework/Versions/2.7/bin/python2.7 /Users/deeptivelusamy/CSE536Mapper&reducer/thread_test.py
gentlemen 9
worthier 7
Touching 2
inquiry 1
JUNIUS 1
Supposing 1
streams 1
herethis 1
noble 9
finish 3
thunderbolt 3
centuries 1
Abobut 1
Affectionate 1
Emptlies 1
enigmatical 1
foal 1
aforet 1
Polecats 1
mesh 1
enfranched 1
fashionmonging 1
Lorenz 1
fruit 3
forchallengers 1
volley 1
smelt 3
salework 1
speechless 3
nobly 5
tjmust 1
enchanting 2
traps 1
affirmationhis 1
bondage 4
charges 3
taysel 1
unskilful 1
PAGES 1
POSTHUMUS 1
severe 1
severd 4
demean 1
suppliant 1
itDing 1
otherwise 5
charged 8
heaps 1
Bringhus 1
entertainments 1
Service 2
decerns 1
tossing 1
armour 3
frsut 1
taxd 1
uncleanly 1
shouts 1
broachd 1
madrigals 1
actor 5
heapd 1
touch 11
n 1
ersclerkg 1
speed 11
Seize 1
peaten 1
afltrumn 1
untented 1
efienie 1
death 11
Would 11
thinking 8
Showing 1
conclude 5
senseless 7
yt 1
nimbler 1
volubility 1
verse 2
deathcounterfeiting 1
slighted 1
bosoe 1
struck 6
mulberries 1
Abruptly 1
swim 2
ladf 1
frown 7
read 11
offence 10
stung 2
Bessy 1
discontinue 1
salutations 1
Hey 2
basest 4
earnest 7
lookest 1
sharded 1
lads 5
crownd 1
using 1
earls 1
execution 4
lady 11
headpiece 1
rear 2
ruled 6
fortune 10
faire 1
dislodged 1
Show 7
ribbons 1
greeting 3
miracle 6
wisdoms 2
keenfess 1
pounde 1
benefit 6
beguiled 4
t 9
Ofnnone 1
fully 3
poundm 1
downward 2
shrewishness 1
Before 11
twelve 8
falsehood 4
Ram 1
hecwoul 1
verbal 3
apartments 1
undistinguishable 1
thoult 2
Iachimo 1
changeling 2
Mark 7
Mart 1
astronomer 1
Mars 6
hackd 1
Sirrah 6
twentyfive 1
miscreant 1
fairs 2
passions 4
Moderate 1
loathness 2
slaughtering 1
hazards 1
putter 1
squire 5
recorded 1
descents 1
Pompey 1
neverneeded 1
warthoughts 1
Wake 2
Wwithin 1
hewgh 1
diffidences 1
recorder 1
furnace 1
guider 1
wasthere 1
Earl 1
masses 1
assembly 4
business 11
pouring 1
curtleaxe 1
sixth 4
cnnteivdt 1
arehallamazhe 1
tuition 1
illheaded 1
goodkness 1
incline 4
AntonyNay 1
innocence 2
sixty 2
sadder 1
Leonardo 1
throw 9
fondness 1
comparison 2
garboils 1
creaking 1
fidelicet 1
piety 1
interjections 1
intolerable 1
unhearts 1
expressure 1
Limander 1
backfriend 1
lamely 1
boldly 1
journey 4
wolf 5
greatly 3
conceals 1
testimony 5
invested 2
PHILOSTRATE 1
afire 1
stratagem 2
overlusty 1
Weaving 1
Swart 1
youe 1
youd 1
Hangs 1
areI 1
rolling 1
Revenged 1
eftest 1
bedtime 2
Storm 1
verily 1
Ado 1
youu 1
shrinking 1
your 11
pirates 2
stare 3
Aeneas 1
jowl 1
worseextended 1
prepare 4
cicatrice 2
cankers 1
loo 1
stark 2
prepars 1
start 7
stealth 3
cats 1
oertakei 1
low 11
stars 6
colder 2
Wherefores 1
hellish 2
cankerd 1
laieis 1
assumes 1
gudgeon 1
shower 3
Distracted 1
disdainst 1
hawking 2
groan 5
oppressed 1
mePray 1
Cordelia 1
Experience 2
philosophers 1
curiously 2
heayino 1
cottage 1
Rialto 1
Readins 1
inedechanblsp 1
hire 7
fraud 1
default 2
lawfully 1
ooucf 1
stinslobduerat 1
sadness 6
overpay 1
harried 1
Bede 1
revengers 1
wrestlers 1
Labans 1
intents 3
remembrances 2
remembrancer 1
orsd 1
describe 1
moved 7
wouldwhearit 1
Wherein 8
Junos 2
Moist 1
tithing 1
Strike 4
moves 7
MISTRESS 1
knots 1
riggish 1
yon 1
yol 1
gonewee 1
Lag 1
Annes 1
luckier 1
yoa 1
thither 9
Reflect 1
CAESAR 1
Purpose 1
toothpicker 1
DUKEs 1
you 11
yos 1
themlreadl 1
poor 11
graveshall 1
Great 6
accounted 1
Dogberry 1
Enrings 1
Pursue 3
Country 1
desolation 3
Mumbling 1
drift 4
carpenter 1
whistling 1
Allhallowmas 1
insomuch 1
Salutation 1
eanlings 1
musicians 1
suited 4
prolixity 1
torcher 1
torches 3
pool 2
building 3
bulk 1
loyally 1
Broadfronted 1
arethese 1
Smother 1
vines 1
samphire 1
moonlight 1
repay 2
Persuade 1
forswear 3
doubted 2
Amiss 1
contrariety 1
strings 3
banishment 4
lopped 1
breadth 5
Unknown 2
maypole 1
espies 1
broil 1
harvesthome 1
month 4
ceased 1
bequeath 4
Take 10
extol 1
highproof 1
Reproof 1
customary 3
Richer 1
trusts 3
religious 3
dreadful 5
griffin 1
Vexations 1
wealsmen 1
Twould 2
hisrlight 1
dispraised 1
allaying 1
dinnertime 2
solicit 3
adversely 1
safety 8
nquierness 1
AEMELIA 1
ribaudred 1
bouncing 1
thseahEvetisatr 1
vert 1
Uuponaeknwif 1
togordis 1
very 11
horror 4
superfluous 3
robes 1
souls 9
Aeeubssitbumes 1
designments 1
rogue 3
tpa 1
minded 2
valiantness 1
austerity 2
Salt 1
begot 4
bellys 2
marrow 1
ismy 1
heaven 11
meanto 1
childa 1
deficient 1
heaved 3
Retire 2
Midnight 1
abatement 2
punish 4
outrun 1
Castle 1
Lulld 1
wearer 2
Lulla 1
heavet 1
noontide 1
smith 1
ass 10
lulls 1
fence 3
hugs 1
disquietly 1
streets 6
unheard 1
throughly 3
asp 1
Lysanders 1
thegrpoun 1
rui 1
enjoin 1
hrmony 1
casual 1
detractions 1
conscience 6
entame 1
stpchao 1
Latin 3
cues 1
darkness 6
LUCE 1
twos 1
ast 1
lurch 1
witnesses 1
laming 1
bestrid 4
Pulling 1
learned 6
gamester 3
scabs 1
wearies 1
Herne 1
impressure 1
spits 2
andthis 1
ma 2
Proud 3
answers 6
louses 1
kinglycrowned 1
arch 4
trunk 4
answerd 7
strong 10
venomous 3
creeps 3
Jews 1
houses 3
loseth 1
inspired 1
losses 3
whine 1
pleauore 1
discoveries 1
Philarios 1
soldier 9
amount 1
Itself 2
Demand 2
interposes 1
interposer 1
real 1
sealing 1
Eros 1
Madding 1
brightest 1
cup 6
shuffle 2
ase 1
virgind 1
impiety 1
courtier 4
Neapolitans 1
thatthedoe 1
capital 2
ask 10
slavish 1
Whereto 3
trained 1
toys 4
thatched 2
commonalty 1
attendant 2
thhgerchancnd 1
ButhMakeIu 1
dowager 1
heartheaviness 1
distemperd 1
taker 1
takes 9
amaze 3
Launcelot 1
contains 4
captain 4
pudency 1
flawd 1
loseiao 1
takea 1
taken 10
injury 5
containd 3
gasted 1
chestnut 1
bushes 2
unlearned 1
abridged 1
Sr 1
grimly 1
Chickens 1
browner 2
Bless 5
excuse 9
So 11
BohemianTartar 1
broke 9
Blest 1
Fairy 2
mounted 2
producing 1
suffered 2
Se 1
breese 1
moreeldper 1
thread 3
offender 5
wafts 1
theddoctorsclerk 1
lorvan 1
Flemish 1
Portotartarosa 1
Aufidiuses 1
offended 8
Wherefore 9
nine 8
fronted 1
EnterGRATIAN 1
beholdst 2
foreend 1
history 4
sapphires 1
persevere 1
Shallbve 1
Owes 1
visage 5
encircle 1
courtesies 6
presenlym 1
tenor 3
lackd 4
courtsy 1
Yyour 1
pushed 1
koin 1
revelry 1
Amazonian 1
cows 1
phrase 3
lacks 3
Bitter 1
masts 1
firmly 2
thseam 1
famously 1
Opening 3
orators 1
Mockwater 1
manifoldly 1
wuandnlrest 1
chopt 1
stayed 3
bully 2
merlyf 1
Goodly 2
Four 2
Fall 6
clerks 1
vigilance 1
Thisryingaond 1
unconstant 1
Clerkt 1
gash 1
Lower 1
fs 1
tried 4
rude 7
triumphd 1
Thereforellaybpare 1
Pass 2
pleached 1
igne 1
temperately 1
fa 2
meanlaughs 1
fe 1
Servants 3
anoint 1
gasp 2
Charybdis 1
derives 2
tDoubled 1
a 11
contrived 2
Flies 1
undergo 2
disprovest 1
enror 1
CLOTENS 1
Sweet 9
Borachio 1
bugs 1
Deep 1
Sometime 4
ducdame 1
dread 3
contrives 1
perjured 4
banks 1
rathersaving 1
crafty 2
whichlfingepingpenenice 1
grizzled 1
Dian 3
ding 1
themMistrese 1
concealing 1
remnants 1
help 11
depraved 1
Arraign 1
shunnd 1
soon 11
offrueit 1
auburn 1
held 9
comfortless 2
committed 3
helm 3
hell 10
Advise 2
puff 1
bringeth 1
hans 1
whatsomeer 1
finem 1
fanning 1
prinipals 1
movest 2
labours 4
Strikes 2
fruitful 3
headyrash 1
prinipale 1
absence 8
Putting 2
astonish 1
cozend 2
rabble 4
prinipaln 1
labourd 2
marbleconstant 1
fines 2
finer 2
fool 11
JewdTo 1
evening 6
planetary 1
glares 1
yo 1
food 10
ye 9
floating 2
Extemporally 1
nymphs 1
vomit 1
tuneable 1
answet 1
foot 11
Junius 1
petter 1
mountaineer 1
thejudgersclerkh 1
worthied 1
ift 1
desperately 2
erection 1
lockingup 1
imprisoned 1
outdares 1
occasions 5
accessary 1
bless 10
did 11
stopped 1
Aapgratungboyt 1
blest 9
minstrels 1
Quail 2
fairy 5
hathgnst 1
duller 2
notify 1
heavy 10
Appoint 1
swathingclothes 1
wench 4
hales 1
jaws 2
Gentleman 4
cubs 1
kneel 4
DROMIO 1
tinderlike 1
Cure 1
Belarius 1
crossd 2
beyond 5
heave 3
event 5
Bemonster 1
taunted 1
travels 2
trusty 4
wedlock 1
leavd 1
presumptuous 1
unnatural 4
since 11
meditating 1
testify 1
publish 3
jolly 4
howsoever 3
sustain 4
ADAM 1
sweetst 1
brect 1
cnnteiv 1
issue 9
sympathized 1
discreetly 1
cookd 1
smock 3
reck 1
None 9
bald 4
earns 1
housed 1
dirt 2
Contemn 1
Proffers 1
handkercher 2
According 4
nourisheth 1
Seest 4
reason 11
base 10
unsightly 1
conferrd 1
dire 2
put 11
impertinency 1
earliest 1
cretcend 1
herwhy 1
diffused 1
beggard 2
tomboys 1
vendible 2
muskcatthat 1
selffigured 1
persists 1
terrible 6
bethert 1
bridegroom 2
terribly 1
discredited 1
beggars 5
particularyou 1
neglected 1
blush 6
beggary 3
Whoopd 1
melteth 1
grime 2
Fidele 1
Companions 1
consideration 2
beer 1
isnoo 1
antiquity 2
transcendence 1
elder 6
SOLINUS 1
rails 3
Rebelld 1
Reply 2
mist 2
miss 5
Fairest 1
fearing 3
Scaling 1
horse 10
perturbation 1
norwel 1
workyday 1
Nature 8
blossom 1
obedience 5
Olympus 1
Packd 1
dug 1
wonderful 5
seafaring 1
himhe 1
hindered 2
methe 1
hundred 8
Cleanse 1
Transparent 1
merciless 1
shifted 1
broochd 1
storm 5
flatterd 2
wideenlarged 1
dissembly 1
whetstone 1
flatters 2
getter 1
bower 3
dissemble 1
Scornful 1
raild 2
Plumpy 1
Tongue 4
flattery 5
strayd 1
grew 4
hrmonyt 1
kindly 7
performers 1
miseries 4
scholarI 1
Ganymede 1
grey 4
shallowest 1
stk 1
shallowa 1
bride 1
Contending 1
store 8
attorney 3
battering 1
selfendeared 1
kindle 3
toward 10
versing 1
shirts 2
Slubber 1
udders 1
withered 2
overcast 1
thegMusse 1
lovegods 1
Genitivehorum 1
God 9
Peace 8
Father 3
emperors 2
Late 1
juice 3
substantial 1
Shepherdess 1
Thereof 1
sentences 4
Durst 2
bluest 1
organs 4
disbranch 1
sensual 1
lie 11
lif 1
pawnd 1
jour 1
evasion 1
ofs 1
Rowlands 1
cave 2
officers 6
Arewoeviesh 1
swallowing 1
labour 11
lip 6
comprehended 1
unconstrained 1
Maintaind 1
signiors 1
Myself 7
towards 8
quoth 6
Thy 10
Jackslave 1
BEAU 1
approves 3
boskos 1
kam 1
PHEBE 1
Tho 1
posset 1
mace 1
hired 3
experiences 1
eaten 4
The 11
approved 4
praisedto 1
archery 1
puddings 1
Oft 1
Sticks 1
chronicle 2
simpering 2
moonshine 3
clear 6
Johns 1
blent 1
unreasonable 1
clouted 1
tongs 1
unreasonably 1
succor 1
creeks 1
clean 7
lordship 6
harlots 2
usual 1
hips 1
Theseus 1
PORTISs 1
Whereof 3
rhymers 1
menting 1
hh 1
GuideriusJove 1
rcloro 1
Conferring 1
heavens 9
Summon 1
gapingpigs 1
sportive 2
Tickled 1
grafted 2
champains 1
Intended 1
justice 10
flesh 10
rudest 2
darted 2
tablesport 1
flights 1
Detest 2
justicy 1
pretty 11
adversarys 1
Hear 7
circle 4
Grow 2
nrGodsemytjudgen 1
unswept 2
reneges 1
catchd 1
albeit 1
sirwWill 1
trees 2
strut 3
Nnothinghis 1
famous 3
feels 4
assaulted 2
whateer 3
pretending 1
contending 1
during 1
Volsces 1
chimney 3
senatehouse 1
catches 1
covetousness 1
True 9
lament 3
Peruse 3
alteration 2
perfume 3
sacrifices 2
ablance 1
stored 2
gloves 5
merifulh 1
costard 2
poisoned 1
courteous 5
withs 2
auguring 1
cramp 2
howled 1
Goths 1
throwing 4
undergoes 2
France 7
prosper 3
extremities 1
enrobed 1
Necessitied 1
theFain 1
close 8
Neither 7
Stoopd 1
vengeance 4
somethingeals 1
bestconditiond 1
Pard 1
revolution 1
probable 5
horrid 2
gree 1
pictures 2
wow 1
trottinghorse 1
Park 1
flesr 1
woo 7
Part 1
varletto 1
woe 7
durst 8
myhterl 1
ishl 1
conditions 6
Coward 1
pictured 1
piss 1
spoils 1
hPagel 1
Sans 2
huntsmen 1
missing 3
spun 1
appetites 1
haveinslready 1
wryneckd 1
sprag 1
extempore 1
notto 1
poorer 2
rudiments 1
idolatrous 1
chrubini 1
litter 2
branchless 1
invisible 6
burned 1
haor 1
dally 2
sprat 1
both 11
Harm 1
Hark 7
seasond 1
adores 1
adorer 1
secrets 3
Hard 3
Andbeging 1
sty 1
cavaleirojustice 1
anon 10
maidenly 1
bondman 2
forgotten 3
vault 3
thoughtst 1
reasonthe 1
Emptying 1
experimental 1
Harp 1
euckee 1
executioner 2
liked 4
SHALLOW 1
redhipped 1
Turkish 1
battery 3
inWhen 1
manners 8
steely 1
decipher 1
End 1
Oliver 1
gild 1
likes 2
cowdung 1
Crack 2
vessel 6
mannerd 1
altogethers 1
Was 11
War 1
bggaor 1
Melancholy 1
Shakes 1
quotidian 1
stamp 5
anchoring 1
damp 2
Most 10
Ajax 3
valours 2
damn 5
Importeth 1
mutiny 3
imports 1
collected 2
threaten 2
couruaowarse 1
territory 2
empty 6
dame 4
Accessible 1
dialogue 2
lived 9
partly 7
Especially 2
tAamnennonI 1
packs 1
kneeling 1
infixing 1
wet 5
DOMITIUS 1
else 11
packd 2
primrosebeds 1
Thorny 1
lives 10
liver 6
deservest 2
confusions 1
vizards 1
seeisrbuannted 1
hPaityk 1
familiarity 2
utmost 4
look 11
hearf 1
Singulariter 1
Rating 1
governor 1
sheMercury 1
rope 1
pace 7
while 11
Cornuto 1
Done 2
smart 4
Manka 1
chariots 2
begetting 1
fleet 5
Cunning 1
dockd 1
saws 1
unkindly 1
fleer 1
newshath 1
TheclerkI 1
Immust 1
costly 2
Grounded 1
conten 1
Dso 1
Thne 1
herein 5
unfed 1
confound 5
excels 1
tevil 1
unpossessing 1
Got 2
ready 9
eeds 1
lacklustre 1
Sleeping 1
forego 1
fairer 5
riotous 1
crum 1
Eyes 1
whisperd 1
grant 10
belong 1
submission 1
Understanding 1
amplified 1
shackle 1
Expecting 1
raught 1
madly 3
grand 2
flayd 1
LEONARDO 1
impious 2
conflict 2
clearness 1
Shine 1
Faith 8
covetous 2
used 9
lawyers 1
suggestion 1
boorish 1
tmen 1
sterner 1
pomegranate 1
BORACHIO 1
censure 4
soberly 1
Budge 1
Provided 1
uses 2
ceremonious 1
conveniently 1
bringst 1
tufts 1
dith 1
goodThe 1
stubbornest 1
speciously 1
gamesome 1
twoheaded 1
batlet 1
Tarry 3
stillsoliciting 1
wedged 1
cleard 1
auditor 1
pricks 1
clears 1
five 11
Dennis 1
ofienest 1
grossly 5
weakest 2
abirding 1
ambassador 3
cour 1
exploits 1
High 2
judgments 5
shivering 1
Unwhippd 1
morsel 2
recounting 1
purchaseth 1
overflown 1
ignobly 1
hornbeasts 1
roasted 2
quarterd 2
love 11
vigilant 1
cocks 2
sterd 1
supping 1
conjured 1
remission 1
wounding 2
petticoats 1
decayed 3
vowed 1
carat 1
throats 2
brunt 1
Sixth 1
conjurer 1
cherries 1
OAs 1
waitingwomen 1
lovh 1
wakend 1
Obscured 1
Thrives 1
remaining 1
elves 2
sworder 1
Forasn 1
march 5
lacking 1
defies 1
enticements 1
wingd 2
dominions 1
ruff 1
game 3
Servingmen 1
dearly 8
wings 6
overthrown 3
defied 2
ponds 1
equity 1
success 7
wifelike 1
amgndmnexsectablI 1
With 11
pillar 1
Nought 1
resorted 1
glassgazing 1
manifest 4
donnd 1
millions 1
een 3
Rising 3
Learning 1
translated 2
taskd 1
Talk 4
Find 5
adulterous 1
ThereforeIescanst 1
lingerd 1
Little 3
lmesh 1
brakes 1
winghave 1
fathers 10
creation 2
some 11
Thisrying 1
Gratiano 1
urgent 1
lips 8
experienced 1
atisence 1
Choose 3
saddler 1
lingers 1
r 1
Showd 1
Mightst 1
BRUTUS 1
fatherd 1
kindest 2
arligh 1
Attendants 10
delivered 7
sheen 1
Cymbeline 1
Hopdance 1
Scarlet 1
jacet 1
exceeding 4
finge 1
camping 1
adowna 1
confounds 1
Vouchsafed 1
cotprovrsye 1
lacklove 1
Winters 1
clownish 1
costlier 1
run 11
flickering 1
rub 1
vengeances 1
Widow 2
Quarrel 1
schooldays 2
step 4
Hnow 1
stew 1
lasts 1
nerves 3
Requite 1
ache 2
accoutred 1
abroad 4
troops 4
shine 3
faith 11
Lookd 3
magnanimous 1
likeaan 1
aftermeeting 1
surrender 1
silencp 1
faite 1
Chief 1
bgn 1
audible 1
Commend 4
Toad 1
Lion 1
gilt 1
Creep 2
Quake 1
licentious 1
bridle 1
shiny 1
silence 8
miracles 2
seeing 6
baboons 1
Thi 1
panders 1
gardenthus 1
swee 1
within 11
fullreplatiognto 1
Unhappy 1
ensue 4
Their 8
hellblack 1
omcbut 1
lender 1
batten 1
renownd 1
leeks 1
smells 3
redtailed 1
ontthe 1
mdodyvresuore 1
worshipper 1
placing 1
thehhouse 1
topples 1
Basting 1
nevermeeanltotdoeitd 1
Bestow 1
worshipped 2
Shylock 1
malicious 2
occident 1
thehhouss 1
confessing 1
himself 11
Michaelmas 1
olce 1
duly 2
ALBANYs 1
healthful 2
frost 3
governd 2
mulberry 2
properly 2
reed 3
authority 6
branch 4
Severn 1
reek 3
hares 3
dull 10
Howl 1
dealers 1
ringcarrier 1
Irish 1
Helens 3
lowness 2
Itdroupdrhs 1
skull 2
Aged 1
ofdet 1
mistakest 1
soothsay 1
politic 5
accustomed 1
intendment 1
embattled 1
participate 1
wicked 6
Florence 1
Phoenicia 1
fertilefresh 1
Tarpeian 1
horsehairs 1
crare 1
Ambitions 1
servedira 1
metals 1
thoumaysst 1
Places 1
To 11
languishing 1
Edward 1
oervalues 1
Above 5
unwise 1
Pluto 1
chafes 1
heartwhole 1
ancestors 4
nag 1
amounts 1
dashed 1
Spartan 1
prerogative 2
fears 6
dissolved 4
Comfect 1
clamours 1
Trippd 1
bedward 1
transport 1
grind 2
Sisters 3
jesting 1
Teach 1
feard 7
pandar 2
namessure 1
arithmetic 2
thouurgrest 1
adtihd 1
smiles 5
draw 11
venerable 2
spectators 1
Reverse 1
princely 5
adtiho 1
awry 2
resign 1
averting 1
OCTAVIA 1
eggshells 1
lavl 1
smiled 1
dram 2
reservation 3
andaell 1
LEPIDUS 1
unwed 1
ostler 1
Aa 1
urged 4
Ae 1
hepuat 1
dve 1
Ah 8
navy 1
required 5
Am 8
An 11
Frenchcrowncolour 1
As 11
neighbouring 2
heats 1
At 11
thunderer 1
bribe 2
Ay 10
everywhere 2
berries 1
dismission 2
sounded 4
Washd 1
evenly 1
Sell 2
Giv 1
NoI 1
pinioned 1
undisposed 1
multitudinous 1
mnybooaks 1
nuns 1
cheerful 4
Hydra 1
farms 1
sixpence 2
ga 1
go 11
attaskd 1
Seese 1
washd 4
compact 4
argosy 1
birthplace 1
avaunt 1
Boldness 1
baron 1
attires 2
Nod 1
Reposing 1
wizard 1
suits 5
attired 3
oclock 6
giantess 1
epitaph 3
Bassani 1
befheadfulyu 1
Not 11
Now 11
friendly 9
Nor 10
tme 1
virtuous 10
rebukes 3
murderous 1
walled 1
wantwit 1
mastership 2
wave 2
awadmhake 1
distribution 2
rattling 2
telling 6
yourselves 8
toge 1
howld 1
kindled 1
unduteous 1
passioa 1
Lockd 1
exits 1
stiff 5
meant 7
button 1
Lapland 1
tissue 1
hive 2
verdict 1
frays 1
cloister 2
betwixt 7
olay 1
enforce 6
thegaellowI 1
comforts 6
AEgeon 1
Sackerson 1
dotage 4
christened 1
decreed 3
jump 4
hose 6
Corrupters 1
notwithstanding 4
Teaching 1
dewberries 1
consolate 1
Resolvedly 1
deputation 1
intelligencethus 1
subornd 1
Briefly 3
poke 1
plays 4
sanctifies 1
vales 1
bluntly 1
edifice 2
Squash 1
tribunal 1
cell 1
Boys 4
rotten 8
playd 5
rotted 1
Sooth 1
persisted 1
America 1
Swift 2
<Shakespeare> 1
melancholy 10
Throttle 1
Wounded 1
cozened 2
Cleopatra 2
stature 2
defences 2
brooch 1
Greet 1
Comparative 1
quell 1
aggravate 2
Green 1
conceited 1
pancake 1
Nerissa 1
adulterate 1
lamaellowr 1
cozener 1
newness 1
bellyful 2
convert 1
onlycrlossestwwhere 1
grunt 1
grazed 1
Back 4
stubbornness 1
assistant 1
Arabia 3
moreand 1
igcndthisspul 1
Ahy 1
commendable 3
Wonder 1
wif 1
CHARLES 1
foresee 1
danger 6
shake 10
win 8
manage 3
apprehensive 1
Philadelphos 1
clout 1
order 7
Genius 1
hyperbolical 1
wit 10
soldierlike 1
French 5
fiend 4
illuttering 1
comers 1
singing 2
notsstrinmt 1
cloud 2
sighing 1
metaphor 1
Aufidiuss 1
Lend 2
remains 5
fabric 1
Manifest 1
swanlike 1
ranks 3
crab 2
wakest 2
oertake 2
peradventure 4
cheeks 6
Harbour 1
beauteous 3
started 1
becomes 8
uncape 1
Hre 1
darting 1
Wednesday 3
becomet 1
charming 1
imprisond 1
distinguishd 1
laovs 1
agent 2
felicitate 1
pinbuttock 1
unfaithful 1
isat 1
disabling 1
disrobe 1
becomed 2
crosses 1
arched 2
meek 2
transshape 1
meed 5
lapse 2
QUEEN 2
perturbd 1
shrieked 1
MARK 1
Hiding 1
archer 1
crossed 1
VIII 3
servants 7
follies 4
hovelpost 1
meet 11
nurture 1
drops 6
rids 1
ribbed 1
Itghave 1
control 1
soughn 1
ushers 1
courages 1
stoln 4
atone 3
Leonatus 1
flamens 1
consulships 1
sought 6
ungalled 1
interrupted 1
Metst 1
hiu 1
Merchant 2
tuns 2
boasting 1
defective 2
abbeygate 1
restrained 1
digested 2
Kerely 1
poetry 1
ordinaries 1
shrpsenvy 1
seeds 1
ingrateful 2
lordm 1
embellished 1
fare 11
hick 1
conquers 1
unserviceable 1
fouler 1
Disguised 1
Disdain 2
theeeEven 1
churchway 1
British 2
Roman 5
Destroyd 2
conquerd 3
Allow 2
comprehends 1
theiruprien 1
boild 1
ratsbane 1
reave 1
thed 1
Miss 1
consecrated 1
prayd 2
prate 2
Crystal 1
sampler 1
enmitys 1
While 7
spanield 1
overmastered 1
prays 2
crazed 2
Farewell 11
grivrouspenealies 1
rove 1
knighted 2
favourites 1
haveint 1
ADRIANA 1
slily 1
Smite 1
bathing 1
Phebes 1
fattest 1
Sayest 2
astronomical 1
Epicurean 2
notfearing 1
rebellious 1
Revengingly 1
deliveging 1
offences 5
epigram 1
alliance 1
seasose 1
purgation 1
dragonlike 1
converting 1
Perigenia 1
childrens 1
brood 1
thence 7
temporal 1
brook 5
housewife 5
banquet 3
Thourt 4
playfellow 3
unlearnd 1
Sink 2
pensioners 2
Sing 4
setting 3
raggd 1
moneybags 1
contemns 1
sword 10
affectations 1
handn 1
Vherefore 1
Brother 4
sweets 2
fallible 1
contemnd 1
stout 1
hands 11
front 3
employed 1
Venus 6
lovetokens 1
welldealing 1
plebeians 2
masters 11
unnaturalness 1
villiando 1
youngclerkuspend 1
lovedhierwtell 1
revolted 2
matchd 1
masterd 1
crossing 1
shaking 1
| 1
legions 2
upward 3
commonwealth 4
provoketh 1
undercrest 1
provender 1
kitchentrolls 1
Perplexd 1
eing 1
ills 2
himino 1
sands 3
Ambitious 1
measure 11
bume 1
flourishes 1
tarrying 1
special 3
gallant 6
secretly 5
stonesfor 1
Antonys 1
milkwhite 1
insupportable 1
entertainment 7
confess 11
unlawful 3
fathom 3
strokes 5
Mistresaear 1
wondrous 5
pentup 1
Fords 1
pendent 2
againbut 1
cause 11
catched 1
limbmeal 1
Recantation 1
withering 1
nothingas 1
darkly 1
gaol 1
stewd 1
ancestry 1
nointed 1
Aistrete 1
mares 1
Jessicy 1
Drawing 5
Nforp 1
resumed 1
drowning 1
Verily 1
Sollewwherewwher 1
memnciounlyllethus 1
houseBut 1
Sickness 1
lanced 1
times 10
stride 3
heavensohs 1
ievln 1
insensible 1
sieve 2
thisbrnk 1
timed 1
benediction 2
lances 2
routs 1
Sexton 1
softer 1
feodary 1
clamour 3
yond 6
BERTRAM 1
pitied 5
beadle 1
powerful 4
seventeen 4
indisposed 1
mourningly 1
Chewing 1
bitch 1
bnkrrup 1
Become 3
signify 4
eminence 1
themthat 1
quality 6
hateth 1
Despairing 1
Unshout 1
felld 1
privacy 1
bears 8
filthy 2
tyon 1
stillbut 1
embracements 3
mal 1
allhail 1
merrier 5
fells 1
nligh 1
PINCH 1
prouder 3
Vailing 1
Flourish 7
fairest 6
prone 1
Exception 1
big 8
curstness 1
Bind 3
exactly 2
lists 1
bigbellied 1
unlaid 1
makest 4
afeared 1
herself 11
waist 3
Obscures 1
spurn 7
aught 8
Saturdays 1
Ppadponame 1
Howsoever 1
wrecked 1
girdle 4
churlish 1
beg 8
bed 11
unseverd 1
claim 5
transgression 1
Embrace 1
witchcrafts 1
dumb 6
sumpter 1
Proportiond 1
spurs 5
bard 1
behaviors 3
AshWednesday 1
enforced 5
villains 5
thwarted 1
Richard 1
bilberry 1
fullacornd 1
dewdrops 1
Flying 1
neer 11
Captains 3
Gentlemen 6
thereto 5
Other 1
torment 5
hooping 1
tabl 1
need 10
ke 1
constrained 1
SELEUCUS 1
sings 3
bastard 6
Parcel 1
bladed 1
pursued 5
storehouse 1
able 9
cruetyn 1
purchasing 3
instance 5
horrider 1
Merry 3
sufficiency 1
detector 1
Sicily 1
visor 1
mountaintop 1
pursues 2
blades 1
pottle 1
lectures 2
adieu 9
Builds 1
montant 1
disgorge 1
pyr 1
pnotetd 1
murk 1
cherrystone 1
repays 1
thorns 2
moths 1
learns 1
rigor 1
agueproof 1
Enter 11
awe 3
cockney 1
truce 1
waterpots 1
ure 1
allshaking 1
Empress 1
eject 1
spleen 4
urn 1
Fellow 1
penitent 3
proceedings 3
gesture 1
darkend 1
wot 4
pst 1
constrain 1
sd 1
lawbreaker 1
deface 1
affair 1
anoneven 1
unsettle 1
wilful 4
couldst 5
halting 2
deepcontemplative 1
passd 2
soldiers 8
obsequious 1
Grand 1
shield 5
partners 2
envy 4
untimely 1
tire 4
earned 2
dishonours 1
courtrousscn 1
winner 1
unrestored 1
rash 5
employer 1
Pharsalia 1
baser 3
won 10
partnerd 1
inherited 2
Cambria 1
bobtail 1
infernal 1
mortality 3
dishonourd 4
illqualities 1
joind 4
improvident 1
Yare 1
commendation 4
Misenum 1
femalewhich 1
Burning 1
alabaster 1
maritime 1
serpingpiellawd 1
BALTHAZAR 1
elladysacrnifive 1
accomplishd 1
legitimate 1
rumourer 1
